Path,Line,Tag,Text,ContextBefore,ContextAfter
spec\PARITY-SPEC-RESOLVER.md,21,TODO,| **Created Timestamp** | [DID Core §7.3](https://www.w3.org/TR/did-core/#did-document-metadata) | ❌ TODO | ISO 8601 format |,|-------------|---------------|----------------------|-------|,| **Updated Timestamp** | [DID Core §7.3](https://www.w3.org/TR/did-core/#did-document-metadata) | ❌ TODO | ISO 8601 format |
spec\PARITY-SPEC-RESOLVER.md,22,TODO,| **Updated Timestamp** | [DID Core §7.3](https://www.w3.org/TR/did-core/#did-document-metadata) | ❌ TODO | ISO 8601 format |,| **Created Timestamp** | [DID Core §7.3](https://www.w3.org/TR/did-core/#did-document-metadata) | ❌ TODO | ISO 8601 format |,| **Version ID** | [DID Core §7.3](https://www.w3.org/TR/did-core/#did-document-metadata) | ❌ TODO | Unique version identifier |
spec\PARITY-SPEC-RESOLVER.md,23,TODO,| **Version ID** | [DID Core §7.3](https://www.w3.org/TR/did-core/#did-document-metadata) | ❌ TODO | Unique version identifier |,| **Updated Timestamp** | [DID Core §7.3](https://www.w3.org/TR/did-core/#did-document-metadata) | ❌ TODO | ISO 8601 format |,| **Deactivated Flag** | [DID Core §7.3](https://www.w3.org/TR/did-core/#did-document-metadata) | ❌ TODO | Boolean deactivation status |
spec\PARITY-SPEC-RESOLVER.md,24,TODO,| **Deactivated Flag** | [DID Core §7.3](https://www.w3.org/TR/did-core/#did-document-metadata) | ❌ TODO | Boolean deactivation status |,| **Version ID** | [DID Core §7.3](https://www.w3.org/TR/did-core/#did-document-metadata) | ❌ TODO | Unique version identifier |,
spec\PARITY-SPEC-RESOLVER.md,32,TODO,"| **Method Name** | did-acc-method.md §3 | ❌ TODO | Must accept ""did:acc:"" prefix |",|-------------|---------------|----------------------|--------------|,| **ADI Name Format** | did-acc-method.md §3.1 | ❌ TODO | Validate ADI syntax rules |
spec\PARITY-SPEC-RESOLVER.md,33,TODO,| **ADI Name Format** | did-acc-method.md §3.1 | ❌ TODO | Validate ADI syntax rules |,"| **Method Name** | did-acc-method.md §3 | ❌ TODO | Must accept ""did:acc:"" prefix |",| **Case Insensitive** | did-acc-method.md §6.1 | ❌ TODO | Normalize to lowercase |
spec\PARITY-SPEC-RESOLVER.md,34,TODO,| **Case Insensitive** | did-acc-method.md §6.1 | ❌ TODO | Normalize to lowercase |,| **ADI Name Format** | did-acc-method.md §3.1 | ❌ TODO | Validate ADI syntax rules |,"| **URL Components** | did-acc-method.md §3.2 | ❌ TODO | Support path, query, fragment |"
spec\PARITY-SPEC-RESOLVER.md,35,TODO,"| **URL Components** | did-acc-method.md §3.2 | ❌ TODO | Support path, query, fragment |",| **Case Insensitive** | did-acc-method.md §6.1 | ❌ TODO | Normalize to lowercase |,
spec\PARITY-SPEC-RESOLVER.md,41,TODO,| **Data Account Lookup** | did-acc-method.md §4.2 | ❌ TODO | Query acc://<adi>/data/did |,|-------------|---------------|----------------------|--------------|,| **Version Time Support** | did-acc-method.md §4.2 | ❌ TODO | ?versionTime parameter |
spec\PARITY-SPEC-RESOLVER.md,42,TODO,| **Version Time Support** | did-acc-method.md §4.2 | ❌ TODO | ?versionTime parameter |,| **Data Account Lookup** | did-acc-method.md §4.2 | ❌ TODO | Query acc://<adi>/data/did |,| **Latest Version Default** | did-acc-method.md §4.2 | ❌ TODO | Return most recent if no versionTime |
spec\PARITY-SPEC-RESOLVER.md,43,TODO,| **Latest Version Default** | did-acc-method.md §4.2 | ❌ TODO | Return most recent if no versionTime |,| **Version Time Support** | did-acc-method.md §4.2 | ❌ TODO | ?versionTime parameter |,| **Deactivated Handling** | did-acc-method.md §4.4 | ❌ TODO | Check deactivated field |
spec\PARITY-SPEC-RESOLVER.md,44,TODO,| **Deactivated Handling** | did-acc-method.md §4.4 | ❌ TODO | Check deactivated field |,| **Latest Version Default** | did-acc-method.md §4.2 | ❌ TODO | Return most recent if no versionTime |,
spec\PARITY-SPEC-RESOLVER.md,50,TODO,| **Type Recognition** | did-acc-method.md §5.1 | ❌ TODO | Handle AccumulateKeyPage type |,|-------------|---------------|----------------------|--------------|,| **Key Page URL** | did-acc-method.md §5.1 | ❌ TODO | Validate keyPageUrl format |
spec\PARITY-SPEC-RESOLVER.md,51,TODO,| **Key Page URL** | did-acc-method.md §5.1 | ❌ TODO | Validate keyPageUrl format |,| **Type Recognition** | did-acc-method.md §5.1 | ❌ TODO | Handle AccumulateKeyPage type |,| **Threshold Property** | did-acc-method.md §5.1 | ❌ TODO | Include threshold value |
spec\PARITY-SPEC-RESOLVER.md,52,TODO,| **Threshold Property** | did-acc-method.md §5.1 | ❌ TODO | Include threshold value |,| **Key Page URL** | did-acc-method.md §5.1 | ❌ TODO | Validate keyPageUrl format |,| **Controller Validation** | did-acc-method.md §5.1 | ❌ TODO | Verify controller matches DID |
spec\PARITY-SPEC-RESOLVER.md,53,TODO,| **Controller Validation** | did-acc-method.md §5.1 | ❌ TODO | Verify controller matches DID |,| **Threshold Property** | did-acc-method.md §5.1 | ❌ TODO | Include threshold value |,
spec\PARITY-SPEC-RESOLVER.md,61,TODO,| **Key Ordering** | Rules.md §2.2 | ❌ TODO | Lexicographic order |,|-------------|---------------|----------------------|--------------|,| **No Whitespace** | Rules.md §2.2 | ❌ TODO | Compact representation |
spec\PARITY-SPEC-RESOLVER.md,62,TODO,| **No Whitespace** | Rules.md §2.2 | ❌ TODO | Compact representation |,| **Key Ordering** | Rules.md §2.2 | ❌ TODO | Lexicographic order |,| **Number Format** | Rules.md §2.2 | ❌ TODO | No trailing zeros |
spec\PARITY-SPEC-RESOLVER.md,63,TODO,| **Number Format** | Rules.md §2.2 | ❌ TODO | No trailing zeros |,| **No Whitespace** | Rules.md §2.2 | ❌ TODO | Compact representation |,| **String Escaping** | Rules.md §2.2 | ❌ TODO | Minimal escaping |
spec\PARITY-SPEC-RESOLVER.md,64,TODO,| **String Escaping** | Rules.md §2.2 | ❌ TODO | Minimal escaping |,| **Number Format** | Rules.md §2.2 | ❌ TODO | No trailing zeros |,
spec\PARITY-SPEC-RESOLVER.md,70,TODO,| **SHA-256 Algorithm** | Rules.md §3 | ❌ TODO | Use SHA-256 for all hashes |,|-------------|---------------|----------------------|--------------|,"| **Hash Format** | Rules.md §3.3 | ❌ TODO | ""sha256:"" prefix |"
spec\PARITY-SPEC-RESOLVER.md,71,TODO,"| **Hash Format** | Rules.md §3.3 | ❌ TODO | ""sha256:"" prefix |",| **SHA-256 Algorithm** | Rules.md §3 | ❌ TODO | Use SHA-256 for all hashes |,| **Content Integrity** | Rules.md §3 | ❌ TODO | Verify stored vs computed hash |
spec\PARITY-SPEC-RESOLVER.md,72,TODO,| **Content Integrity** | Rules.md §3 | ❌ TODO | Verify stored vs computed hash |,"| **Hash Format** | Rules.md §3.3 | ❌ TODO | ""sha256:"" prefix |",
spec\PARITY-SPEC-RESOLVER.md,78,TODO,| **Case Normalization** | Rules.md §8.1 | ❌ TODO | `did:acc:ALICE` → `did:acc:alice` |,|-------------|---------------|----------------------|-------------|,| **Trailing Dot Removal** | Rules.md §8.1 | ❌ TODO | `did:acc:alice.` → `did:acc:alice` |
spec\PARITY-SPEC-RESOLVER.md,79,TODO,| **Trailing Dot Removal** | Rules.md §8.1 | ❌ TODO | `did:acc:alice.` → `did:acc:alice` |,| **Case Normalization** | Rules.md §8.1 | ❌ TODO | `did:acc:ALICE` → `did:acc:alice` |,| **Query Preservation** | Rules.md §8.1 | ❌ TODO | Maintain parameter order |
spec\PARITY-SPEC-RESOLVER.md,80,TODO,| **Query Preservation** | Rules.md §8.1 | ❌ TODO | Maintain parameter order |,| **Trailing Dot Removal** | Rules.md §8.1 | ❌ TODO | `did:acc:alice.` → `did:acc:alice` |,| **Fragment Preservation** | Rules.md §8.1 | ❌ TODO | Keep fragment as-is |
spec\PARITY-SPEC-RESOLVER.md,81,TODO,| **Fragment Preservation** | Rules.md §8.1 | ❌ TODO | Keep fragment as-is |,| **Query Preservation** | Rules.md §8.1 | ❌ TODO | Maintain parameter order |,
spec\PARITY-SPEC-RESOLVER.md,89,TODO,| `notFound` | 404 | did-acc-method.md §8.1 | ❌ TODO |,|------------|-------------|---------------|----------------------|,| `deactivated` | 410 | did-acc-method.md §8.1 | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,90,TODO,| `deactivated` | 410 | did-acc-method.md §8.1 | ❌ TODO |,| `notFound` | 404 | did-acc-method.md §8.1 | ❌ TODO |,| `invalidDid` | 400 | did-acc-method.md §8.1 | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,91,TODO,| `invalidDid` | 400 | did-acc-method.md §8.1 | ❌ TODO |,| `deactivated` | 410 | did-acc-method.md §8.1 | ❌ TODO |,| `versionNotFound` | 404 | did-acc-method.md §8.1 | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,92,TODO,| `versionNotFound` | 404 | did-acc-method.md §8.1 | ❌ TODO |,| `invalidDid` | 400 | did-acc-method.md §8.1 | ❌ TODO |,
spec\PARITY-SPEC-RESOLVER.md,98,TODO,| `error` | string | ✅ | ❌ TODO |,|-------|------|----------|----------------------|,| `message` | string | ✅ | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,99,TODO,| `message` | string | ✅ | ❌ TODO |,| `error` | string | ✅ | ❌ TODO |,| `details` | object | ❌ | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,100,TODO,| `details` | object | ❌ | ❌ TODO |,| `message` | string | ✅ | ❌ TODO |,| `requestId` | string | ❌ | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,101,TODO,| `requestId` | string | ❌ | ❌ TODO |,| `details` | object | ❌ | ❌ TODO |,| `timestamp` | string | ❌ | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,102,TODO,| `timestamp` | string | ❌ | ❌ TODO |,| `requestId` | string | ❌ | ❌ TODO |,
spec\PARITY-SPEC-RESOLVER.md,110,TODO,| **GET /resolve** | Core endpoint | ❌ TODO | ❌ TODO |,|---------|-------------|----------------------|---------------|,| **DID Parameter** | ?did=did:acc:alice | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,110,TODO,| **GET /resolve** | Core endpoint | ❌ TODO | ❌ TODO |,|---------|-------------|----------------------|---------------|,| **DID Parameter** | ?did=did:acc:alice | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,111,TODO,| **DID Parameter** | ?did=did:acc:alice | ❌ TODO | ❌ TODO |,| **GET /resolve** | Core endpoint | ❌ TODO | ❌ TODO |,| **Version Time** | ?versionTime=2024-01-01T00:00:00Z | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,111,TODO,| **DID Parameter** | ?did=did:acc:alice | ❌ TODO | ❌ TODO |,| **GET /resolve** | Core endpoint | ❌ TODO | ❌ TODO |,| **Version Time** | ?versionTime=2024-01-01T00:00:00Z | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,112,TODO,| **Version Time** | ?versionTime=2024-01-01T00:00:00Z | ❌ TODO | ❌ TODO |,| **DID Parameter** | ?did=did:acc:alice | ❌ TODO | ❌ TODO |,| **Accept Header** | Content type negotiation | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,112,TODO,| **Version Time** | ?versionTime=2024-01-01T00:00:00Z | ❌ TODO | ❌ TODO |,| **DID Parameter** | ?did=did:acc:alice | ❌ TODO | ❌ TODO |,| **Accept Header** | Content type negotiation | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,113,TODO,| **Accept Header** | Content type negotiation | ❌ TODO | ❌ TODO |,| **Version Time** | ?versionTime=2024-01-01T00:00:00Z | ❌ TODO | ❌ TODO |,| **CORS Support** | Cross-origin requests | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,113,TODO,| **Accept Header** | Content type negotiation | ❌ TODO | ❌ TODO |,| **Version Time** | ?versionTime=2024-01-01T00:00:00Z | ❌ TODO | ❌ TODO |,| **CORS Support** | Cross-origin requests | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,114,TODO,| **CORS Support** | Cross-origin requests | ❌ TODO | ❌ TODO |,| **Accept Header** | Content type negotiation | ❌ TODO | ❌ TODO |,
spec\PARITY-SPEC-RESOLVER.md,114,TODO,| **CORS Support** | Cross-origin requests | ❌ TODO | ❌ TODO |,| **Accept Header** | Content type negotiation | ❌ TODO | ❌ TODO |,
spec\PARITY-SPEC-RESOLVER.md,120,TODO,| **GET /health** | Service health check | ✅ DONE | ❌ TODO |,|---------|-------------|----------------------|---------------|,| **Status Response** | JSON status format | ✅ DONE | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,121,TODO,| **Status Response** | JSON status format | ✅ DONE | ❌ TODO |,| **GET /health** | Service health check | ✅ DONE | ❌ TODO |,| **Dependency Checks** | Accumulate connectivity | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,122,TODO,| **Dependency Checks** | Accumulate connectivity | ❌ TODO | ❌ TODO |,| **Status Response** | JSON status format | ✅ DONE | ❌ TODO |,
spec\PARITY-SPEC-RESOLVER.md,122,TODO,| **Dependency Checks** | Accumulate connectivity | ❌ TODO | ❌ TODO |,| **Status Response** | JSON status format | ✅ DONE | ❌ TODO |,
spec\PARITY-SPEC-RESOLVER.md,130,TODO,| **Uppercase DID** | `did:acc:ALICE` | `did:acc:alice` | ❌ TODO |,|-----------|-------|----------------|----------------------|,| **Mixed Case** | `did:acc:Alice.Org` | `did:acc:alice.org` | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,131,TODO,| **Mixed Case** | `did:acc:Alice.Org` | `did:acc:alice.org` | ❌ TODO |,| **Uppercase DID** | `did:acc:ALICE` | `did:acc:alice` | ❌ TODO |,| **Trailing Dot** | `did:acc:alice.` | `did:acc:alice` | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,132,TODO,| **Trailing Dot** | `did:acc:alice.` | `did:acc:alice` | ❌ TODO |,| **Mixed Case** | `did:acc:Alice.Org` | `did:acc:alice.org` | ❌ TODO |,| **Query Parameters** | `did:acc:alice?versionTime=...` | Preserved | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,133,TODO,| **Query Parameters** | `did:acc:alice?versionTime=...` | Preserved | ❌ TODO |,| **Trailing Dot** | `did:acc:alice.` | `did:acc:alice` | ❌ TODO |,| **Fragment** | `did:acc:alice#key-1` | Preserved | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,134,TODO,| **Fragment** | `did:acc:alice#key-1` | Preserved | ❌ TODO |,| **Query Parameters** | `did:acc:alice?versionTime=...` | Preserved | ❌ TODO |,
spec\PARITY-SPEC-RESOLVER.md,140,TODO,| **Basic Resolution** | Resolve existing DID | ❌ TODO |,|-----------|-------------|----------------------|,| **Version Time** | Resolve at specific time | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,141,TODO,| **Version Time** | Resolve at specific time | ❌ TODO |,| **Basic Resolution** | Resolve existing DID | ❌ TODO |,| **Not Found** | Non-existent DID | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,142,TODO,| **Not Found** | Non-existent DID | ❌ TODO |,| **Version Time** | Resolve at specific time | ❌ TODO |,| **Deactivated** | Deactivated DID | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,143,TODO,| **Deactivated** | Deactivated DID | ❌ TODO |,| **Not Found** | Non-existent DID | ❌ TODO |,| **Invalid DID** | Malformed DID syntax | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,144,TODO,| **Invalid DID** | Malformed DID syntax | ❌ TODO |,| **Deactivated** | Deactivated DID | ❌ TODO |,
spec\PARITY-SPEC-RESOLVER.md,150,TODO,| **Resolution Latency** | <100ms (cached) | Benchmark tests | ❌ TODO |,|--------|--------|--------------------|----------------------|,| **Resolution Latency** | <500ms (uncached) | Benchmark tests | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,151,TODO,| **Resolution Latency** | <500ms (uncached) | Benchmark tests | ❌ TODO |,| **Resolution Latency** | <100ms (cached) | Benchmark tests | ❌ TODO |,| **Concurrent Requests** | 1000 req/s | Load testing | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,152,TODO,| **Concurrent Requests** | 1000 req/s | Load testing | ❌ TODO |,| **Resolution Latency** | <500ms (uncached) | Benchmark tests | ❌ TODO |,| **Memory Usage** | <100MB baseline | Profiling | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,153,TODO,| **Memory Usage** | <100MB baseline | Profiling | ❌ TODO |,| **Concurrent Requests** | 1000 req/s | Load testing | ❌ TODO |,
spec\PARITY-SPEC-RESOLVER.md,159,TODO,| **Input Validation** | ❌ TODO | Fuzzing tests |,|-------------|----------------------|---------------------|,| **XSS Prevention** | ❌ TODO | Security scan |
spec\PARITY-SPEC-RESOLVER.md,160,TODO,| **XSS Prevention** | ❌ TODO | Security scan |,| **Input Validation** | ❌ TODO | Fuzzing tests |,| **DoS Protection** | ❌ TODO | Rate limiting |
spec\PARITY-SPEC-RESOLVER.md,161,TODO,| **DoS Protection** | ❌ TODO | Rate limiting |,| **XSS Prevention** | ❌ TODO | Security scan |,| **Content Integrity** | ❌ TODO | Hash verification |
spec\PARITY-SPEC-RESOLVER.md,162,TODO,| **Content Integrity** | ❌ TODO | Hash verification |,| **DoS Protection** | ❌ TODO | Rate limiting |,
spec\PARITY-SPEC-RESOLVER.md,170,TODO,| **API Client** | ❌ TODO | ❌ TODO |,|---------|----------------------|---------------|,| **Data Account Queries** | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,170,TODO,| **API Client** | ❌ TODO | ❌ TODO |,|---------|----------------------|---------------|,| **Data Account Queries** | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,171,TODO,| **Data Account Queries** | ❌ TODO | ❌ TODO |,| **API Client** | ❌ TODO | ❌ TODO |,| **Error Handling** | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,171,TODO,| **Data Account Queries** | ❌ TODO | ❌ TODO |,| **API Client** | ❌ TODO | ❌ TODO |,| **Error Handling** | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,172,TODO,| **Error Handling** | ❌ TODO | ❌ TODO |,| **Data Account Queries** | ❌ TODO | ❌ TODO |,| **Retry Logic** | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,172,TODO,| **Error Handling** | ❌ TODO | ❌ TODO |,| **Data Account Queries** | ❌ TODO | ❌ TODO |,| **Retry Logic** | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,173,TODO,| **Retry Logic** | ❌ TODO | ❌ TODO |,| **Error Handling** | ❌ TODO | ❌ TODO |,| **Circuit Breaker** | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,173,TODO,| **Retry Logic** | ❌ TODO | ❌ TODO |,| **Error Handling** | ❌ TODO | ❌ TODO |,| **Circuit Breaker** | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,174,TODO,| **Circuit Breaker** | ❌ TODO | ❌ TODO |,| **Retry Logic** | ❌ TODO | ❌ TODO |,
spec\PARITY-SPEC-RESOLVER.md,174,TODO,| **Circuit Breaker** | ❌ TODO | ❌ TODO |,| **Retry Logic** | ❌ TODO | ❌ TODO |,
spec\PARITY-SPEC-RESOLVER.md,180,TODO,| **Mock Client** | ❌ TODO | ❌ TODO |,|---------|----------------------|---------------|,| **Golden File Tests** | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,180,TODO,| **Mock Client** | ❌ TODO | ❌ TODO |,|---------|----------------------|---------------|,| **Golden File Tests** | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,181,TODO,| **Golden File Tests** | ❌ TODO | ❌ TODO |,| **Mock Client** | ❌ TODO | ❌ TODO |,| **Test Vector Validation** | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,181,TODO,| **Golden File Tests** | ❌ TODO | ❌ TODO |,| **Mock Client** | ❌ TODO | ❌ TODO |,| **Test Vector Validation** | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,182,TODO,| **Test Vector Validation** | ❌ TODO | ❌ TODO |,| **Golden File Tests** | ❌ TODO | ❌ TODO |,
spec\PARITY-SPEC-RESOLVER.md,182,TODO,| **Test Vector Validation** | ❌ TODO | ❌ TODO |,| **Golden File Tests** | ❌ TODO | ❌ TODO |,
spec\PARITY-SPEC-RESOLVER.md,188,TODO,| **API Documentation** | ❌ TODO | ❌ TODO |,|----------|----------------------|----------------|,| **Usage Examples** | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,188,TODO,| **API Documentation** | ❌ TODO | ❌ TODO |,|----------|----------------------|----------------|,| **Usage Examples** | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,189,TODO,| **Usage Examples** | ❌ TODO | ❌ TODO |,| **API Documentation** | ❌ TODO | ❌ TODO |,| **Error Responses** | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,189,TODO,| **Usage Examples** | ❌ TODO | ❌ TODO |,| **API Documentation** | ❌ TODO | ❌ TODO |,| **Error Responses** | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,190,TODO,| **Error Responses** | ❌ TODO | ❌ TODO |,| **Usage Examples** | ❌ TODO | ❌ TODO |,| **Configuration Guide** | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,190,TODO,| **Error Responses** | ❌ TODO | ❌ TODO |,| **Usage Examples** | ❌ TODO | ❌ TODO |,| **Configuration Guide** | ❌ TODO | ❌ TODO |
spec\PARITY-SPEC-RESOLVER.md,191,TODO,| **Configuration Guide** | ❌ TODO | ❌ TODO |,| **Error Responses** | ❌ TODO | ❌ TODO |,
spec\PARITY-SPEC-RESOLVER.md,191,TODO,| **Configuration Guide** | ❌ TODO | ❌ TODO |,| **Error Responses** | ❌ TODO | ❌ TODO |,
spec\PARITY-UNI-DRIVERS.md,12,TODO,| **Endpoint Path** | GET /1.0/identifiers/{did} | ❌ TODO | Must match exact path |,|-------------|---------------|----------------------|-------|,| **Method Support** | GET only | ❌ TODO | No other HTTP methods |
spec\PARITY-UNI-DRIVERS.md,13,TODO,| **Method Support** | GET only | ❌ TODO | No other HTTP methods |,| **Endpoint Path** | GET /1.0/identifiers/{did} | ❌ TODO | Must match exact path |,| **DID Parameter** | Path parameter | ❌ TODO | Extract from URL path |
spec\PARITY-UNI-DRIVERS.md,14,TODO,| **DID Parameter** | Path parameter | ❌ TODO | Extract from URL path |,| **Method Support** | GET only | ❌ TODO | No other HTTP methods |,| **Response Format** | Universal format | ❌ TODO | Must match Universal spec |
spec\PARITY-UNI-DRIVERS.md,15,TODO,| **Response Format** | Universal format | ❌ TODO | Must match Universal spec |,| **DID Parameter** | Path parameter | ❌ TODO | Extract from URL path |,| **Content Type** | application/did+resolution-result+json | ❌ TODO | Default content type |
spec\PARITY-UNI-DRIVERS.md,16,TODO,| **Content Type** | application/did+resolution-result+json | ❌ TODO | Default content type |,| **Response Format** | Universal format | ❌ TODO | Must match Universal spec |,
spec\PARITY-UNI-DRIVERS.md,22,TODO,| **DID Validation** | Validate DID syntax | ❌ TODO | ❌ TODO |,|---------|----------------|----------------------|---------------|,| **Method Filtering** | Only handle did:acc | ❌ TODO | ❌ TODO |
spec\PARITY-UNI-DRIVERS.md,22,TODO,| **DID Validation** | Validate DID syntax | ❌ TODO | ❌ TODO |,|---------|----------------|----------------------|---------------|,| **Method Filtering** | Only handle did:acc | ❌ TODO | ❌ TODO |
spec\PARITY-UNI-DRIVERS.md,23,TODO,| **Method Filtering** | Only handle did:acc | ❌ TODO | ❌ TODO |,| **DID Validation** | Validate DID syntax | ❌ TODO | ❌ TODO |,| **Accept Header** | Support content negotiation | ❌ TODO | ❌ TODO |
spec\PARITY-UNI-DRIVERS.md,23,TODO,| **Method Filtering** | Only handle did:acc | ❌ TODO | ❌ TODO |,| **DID Validation** | Validate DID syntax | ❌ TODO | ❌ TODO |,| **Accept Header** | Support content negotiation | ❌ TODO | ❌ TODO |
spec\PARITY-UNI-DRIVERS.md,24,TODO,| **Accept Header** | Support content negotiation | ❌ TODO | ❌ TODO |,| **Method Filtering** | Only handle did:acc | ❌ TODO | ❌ TODO |,| **Query Parameters** | Pass through to core resolver | ❌ TODO | ❌ TODO |
spec\PARITY-UNI-DRIVERS.md,24,TODO,| **Accept Header** | Support content negotiation | ❌ TODO | ❌ TODO |,| **Method Filtering** | Only handle did:acc | ❌ TODO | ❌ TODO |,| **Query Parameters** | Pass through to core resolver | ❌ TODO | ❌ TODO |
spec\PARITY-UNI-DRIVERS.md,25,TODO,| **Query Parameters** | Pass through to core resolver | ❌ TODO | ❌ TODO |,| **Accept Header** | Support content negotiation | ❌ TODO | ❌ TODO |,
spec\PARITY-UNI-DRIVERS.md,25,TODO,| **Query Parameters** | Pass through to core resolver | ❌ TODO | ❌ TODO |,| **Accept Header** | Support content negotiation | ❌ TODO | ❌ TODO |,
spec\PARITY-UNI-DRIVERS.md,31,TODO,| **didDocument** | Direct inclusion | Same | ❌ TODO |,|-------|------------------|---------------------|----------------|,| **didDocumentMetadata** | Universal format | Same structure | ❌ TODO |
spec\PARITY-UNI-DRIVERS.md,32,TODO,| **didDocumentMetadata** | Universal format | Same structure | ❌ TODO |,| **didDocument** | Direct inclusion | Same | ❌ TODO |,| **didResolutionMetadata** | Universal format | Compatible | ❌ TODO |
spec\PARITY-UNI-DRIVERS.md,33,TODO,| **didResolutionMetadata** | Universal format | Compatible | ❌ TODO |,| **didDocumentMetadata** | Universal format | Same structure | ❌ TODO |,| **@context** | Universal context | Convert if needed | ❌ TODO |
spec\PARITY-UNI-DRIVERS.md,34,TODO,| **@context** | Universal context | Convert if needed | ❌ TODO |,| **didResolutionMetadata** | Universal format | Compatible | ❌ TODO |,
spec\PARITY-UNI-DRIVERS.md,42,TODO,| **/1.0/create** | POST | Create new DID | ❌ TODO |,|----------|--------|----------------|----------------------|,| **/1.0/update** | POST | Update existing DID | ❌ TODO |
spec\PARITY-UNI-DRIVERS.md,43,TODO,| **/1.0/update** | POST | Update existing DID | ❌ TODO |,| **/1.0/create** | POST | Create new DID | ❌ TODO |,| **/1.0/deactivate** | POST | Deactivate DID | ❌ TODO |
spec\PARITY-UNI-DRIVERS.md,44,TODO,| **/1.0/deactivate** | POST | Deactivate DID | ❌ TODO |,| **/1.0/update** | POST | Update existing DID | ❌ TODO |,| **/1.0/resolve** | GET | Optional resolution | ❌ TODO |
spec\PARITY-UNI-DRIVERS.md,45,TODO,| **/1.0/resolve** | GET | Optional resolution | ❌ TODO |,| **/1.0/deactivate** | POST | Deactivate DID | ❌ TODO |,
spec\PARITY-UNI-DRIVERS.md,53,TODO,"| **method** | Query parameter ""acc"" | Internal routing | ❌ TODO |",|-------|------------------|----------------------|----------------|,| **options** | Universal options | Convert to internal | ❌ TODO |
spec\PARITY-UNI-DRIVERS.md,54,TODO,| **options** | Universal options | Convert to internal | ❌ TODO |,"| **method** | Query parameter ""acc"" | Internal routing | ❌ TODO |",| **secret** | Universal secret format | Map to auth | ❌ TODO |
spec\PARITY-UNI-DRIVERS.md,55,TODO,| **secret** | Universal secret format | Map to auth | ❌ TODO |,| **options** | Universal options | Convert to internal | ❌ TODO |,| **didDocument** | Universal format | Same | ❌ TODO |
spec\PARITY-UNI-DRIVERS.md,56,TODO,| **didDocument** | Universal format | Same | ❌ TODO |,| **secret** | Universal secret format | Map to auth | ❌ TODO |,
